3M,6M,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,11Y,12Y,13Y,14Y,15Y,16Y,17Y,18Y,19Y,20Y,21Y,22Y,23Y,24Y,25Y,26Y,27Y,28Y,29Y,30Y
3.8734,3.9396,4.0033,4.004,3.9757,3.9746,4.0058,4.06,4.1266,4.1976,4.2675,4.3336,4.3943,4.4492,4.4985,4.5426,4.5819,4.6171,4.6485,4.6767,4.7022,4.7252,4.746,4.7651,4.7825,4.7984,4.8131,4.8267,4.8392,4.8509,4.8618,4.8719
3.775,3.891,4.0072,4.0617,4.0621,4.0614,4.068,4.0812,4.099,4.1193,4.1408,4.1625,4.1836,4.2037,4.2227,4.2404,4.2568,4.272,4.2859,4.2987,4.3105,4.3213,4.3313,4.3404,4.3489,4.3567,4.364,4.3707,4.3769,4.3827,4.3882,4.3932
1.9311,1.8754,1.9364,2.2617,2.5806,2.8441,3.0614,3.2432,3.3966,3.5264,3.636,3.7279,3.8043,3.8667,3.9168,3.9558,3.9848,4.0049,4.0171,4.022,4.0206,4.0134,4.0011,3.9843,3.9635,3.9391,3.9116,3.8813,3.8486,3.8138,3.7773,3.7391
3.8506,3.6869,3.4613,3.2827,3.3027,3.4095,3.5469,3.6879,3.8202,3.9393,4.0441,4.1354,4.2148,4.2837,4.3437,4.3962,4.4423,4.4831,4.5192,4.5515,4.5805,4.6067,4.6303,4.6519,4.6716,4.6896,4.7062,4.7216,4.7358,4.749,4.7612,4.7727
3.8812,4.0282,4.1969,4.2812,4.265,4.2532,4.2676,4.3042,4.354,4.4094,4.4653,4.5186,4.5679,4.6126,4.6527,4.6886,4.7207,4.7492,4.7748,4.7978,4.8185,4.8372,4.8541,4.8696,4.8837,4.8967,4.9086,4.9196,4.9298,4.9393,4.9481,4.9564
0.4477,0.4426,0.7418,1.4387,1.9854,2.4247,2.7918,3.1036,3.3702,3.5981,3.7926,3.9578,4.0972,4.2139,4.3106,4.3895,4.4528,4.5022,4.5395,4.566,4.5831,4.5919,4.5934,4.5887,4.5784,4.5634,4.5443,4.5217,4.496,4.4679,4.4376,4.4055
3.6697,3.7798,3.8683,3.8728,3.8452,3.8289,3.8259,3.8326,3.8457,3.8626,3.8814,3.9009,3.9202,3.9388,3.9566,3.9732,3.9887,4.003,4.0162,4.0284,4.0396,4.0499,4.0593,4.0681,4.0762,4.0836,4.0905,4.0969,4.1029,4.1085,4.1136,4.1185
3.73,3.8529,3.9674,4.0079,3.9994,3.995,4.0008,4.015,4.0347,4.0575,4.0816,4.1059,4.1294,4.1519,4.173,4.1926,4.2107,4.2274,4.2427,4.2568,4.2697,4.2816,4.2924,4.3025,4.3117,4.3202,4.3281,4.3354,4.3422,4.3486,4.3545,4.36
3.998,4.108,4.2108,4.2516,4.2521,4.2564,4.2682,4.2852,4.305,4.3258,4.3464,4.366,4.3844,4.4013,4.4167,4.4308,4.4435,4.455,4.4655,4.4749,4.4835,4.4913,4.4985,4.505,4.511,4.5165,4.5216,4.5263,4.5306,4.5347,4.5385,4.542
3.6622,3.7721,3.8513,3.8424,3.8116,3.7967,3.7968,3.807,3.8234,3.8431,3.8642,3.8854,3.9061,3.9257,3.9441,3.9611,3.9767,3.9911,4.0042,4.0162,4.0272,4.0373,4.0466,4.055,4.0629,4.0701,4.0767,4.0829,4.0886,4.0939,4.0989,4.1036
3.7971,3.9055,3.9896,3.9965,3.9962,4.0249,4.0734,4.1306,4.1894,4.2459,4.2979,4.3449,4.3868,4.4239,4.4567,4.4857,4.5114,4.5343,4.5547,4.573,4.5894,4.6042,4.6177,4.63,4.6412,4.6515,4.6609,4.6697,4.6778,4.6853,4.6923,4.6988
3.7785,3.8975,4.0156,4.0699,4.0692,4.0672,4.0722,4.0837,4.0998,4.1186,4.1387,4.1591,4.1792,4.1984,4.2167,4.2337,4.2496,4.2643,4.2778,4.2903,4.3018,4.3123,4.3221,4.3311,4.3393,4.347,4.3541,4.3607,4.3669,4.3726,4.3779,4.3829
3.9563,3.8665,3.7421,3.6502,3.681,3.7708,3.8839,4.0012,4.1132,4.2155,4.307,4.3876,4.4582,4.52,4.5741,4.6215,4.6634,4.7004,4.7333,4.7627,4.7891,4.8129,4.8345,4.8541,4.8721,4.8885,4.9037,4.9177,4.9306,4.9426,4.9538,4.9643
4.0048,4.1172,4.2358,4.2922,4.2875,4.2807,4.2816,4.2897,4.3026,4.3185,4.3358,4.3534,4.3708,4.3876,4.4034,4.4182,4.4319,4.4446,4.4563,4.4671,4.477,4.4861,4.4944,4.5021,4.5093,4.5158,4.5219,4.5276,4.5328,4.5377,4.5423,4.5466
3.703,3.8122,3.9102,3.9356,3.9206,3.9132,3.9177,3.9313,3.9507,3.9733,3.9972,4.0213,4.0447,4.0669,4.0877,4.1071,4.125,4.1414,4.1565,4.1704,4.183,4.1947,4.2053,4.2151,4.2242,4.2325,4.2403,4.2474,4.2541,4.2603,4.266,4.2714
0.4524,0.448,0.7543,1.4592,2.0088,2.4496,2.8174,3.1294,3.3955,3.6227,3.8162,3.9801,4.1181,4.2333,4.3283,4.4055,4.467,4.5146,4.5501,4.5749,4.5902,4.5973,4.5973,4.591,4.5792,4.5627,4.5423,4.5183,4.4914,4.4621,4.4307,4.3976
0.5739,0.5893,0.7838,1.3656,1.917,2.3797,2.7639,3.0847,3.354,3.5806,3.7712,3.9313,4.0653,4.1769,4.2693,4.3452,4.4069,4.4563,4.4953,4.5253,4.5476,4.5633,4.5735,4.5789,4.5803,4.5783,4.5735,4.5664,4.5573,4.5466,4.5346,4.5215
3.8097,3.9268,4.0451,4.099,4.0953,4.0902,4.0926,4.1023,4.1172,4.1354,4.1553,4.1759,4.1963,4.2161,4.2351,4.2529,4.2696,4.2851,4.2994,4.3127,4.325,4.3363,4.3468,4.3565,4.3654,4.3737,4.3814,4.3885,4.3952,4.4014,4.4072,4.4126
3.8504,3.7572,3.6236,3.5051,3.5049,3.5648,3.6525,3.7497,3.8467,3.9387,4.0232,4.0996,4.168,4.229,4.2831,4.3312,4.374,4.4122,4.4464,4.4771,4.5048,4.5298,4.5526,4.5733,4.5923,4.6097,4.6258,4.6406,4.6543,4.6671,4.679,4.69
3.9183,3.9408,3.9661,3.9853,4.0032,4.0324,4.0712,4.1153,4.1606,4.2046,4.2459,4.2838,4.318,4.3487,4.3761,4.4005,4.4224,4.4419,4.4593,4.475,4.4892,4.502,4.5137,4.5243,4.534,4.543,4.5512,4.5588,4.5658,4.5723,4.5784,4.5841
3.7614,3.8832,4.0031,4.0545,4.0501,4.0461,4.0509,4.0636,4.0817,4.1031,4.126,4.1494,4.1724,4.1945,4.2154,4.2349,4.2531,4.27,4.2855,4.2999,4.313,4.3252,4.3364,4.3467,4.3562,4.365,4.3732,4.3808,4.3878,4.3944,4.4005,4.4062
1.0159,1.0184,1.1798,1.6903,2.1812,2.5976,2.9472,3.2422,3.4921,3.7035,3.8817,4.0309,4.1544,4.2555,4.3365,4.3998,4.4474,4.4812,4.5027,4.5133,4.5144,4.5072,4.4925,4.4715,4.4449,4.4134,4.3778,4.3387,4.2965,4.2517,4.2049,4.1563
0.5091,0.5259,0.7383,1.3437,1.898,2.3589,2.7423,3.0642,3.3357,3.5651,3.7584,3.9208,4.0565,4.169,4.2614,4.3362,4.3959,4.4425,4.4776,4.5028,4.5195,4.5289,4.532,4.5298,4.5229,4.5122,4.4982,4.4815,4.4625,4.4416,4.4193,4.3957
0.8277,0.7258,0.936,1.5781,2.0811,2.4738,2.7975,3.0723,3.3086,3.5129,3.6895,3.8419,3.9728,4.0845,4.1791,4.2582,4.3235,4.3763,4.4179,4.4494,4.4719,4.4862,4.4932,4.4937,4.4884,4.4779,4.4627,4.4435,4.4207,4.3946,4.3658,4.3345
3.8636,3.9347,4.0058,4.0181,3.9999,4.0076,4.0459,4.1053,4.1753,4.2483,4.3192,4.3856,4.4461,4.5006,4.5493,4.5927,4.6313,4.6657,4.6965,4.7241,4.7489,4.7714,4.7917,4.8103,4.8273,4.8428,4.8571,4.8704,4.8826,4.894,4.9046,4.9145
1.1767,1.1754,1.3025,1.7492,2.2108,2.6147,2.957,3.2461,3.4903,3.6964,3.8696,4.0141,4.1335,4.2308,4.3084,4.3686,4.4135,4.4448,4.4641,4.4727,4.4719,4.463,4.4468,4.4243,4.3962,4.3635,4.3266,4.2862,4.2428,4.1969,4.1489,4.0992
4.0989,4.2607,4.4617,4.6044,4.6251,4.6266,4.6356,4.6542,4.6786,4.7051,4.7313,4.7557,4.7778,4.7976,4.815,4.8304,4.8439,4.8559,4.8666,4.8762,4.8847,4.8924,4.8994,4.9058,4.9116,4.9169,4.9218,4.9263,4.9305,4.9344,4.938,4.9414
3.7493,3.8692,3.992,4.0521,4.054,4.0551,4.0645,4.0814,4.1033,4.1279,4.1537,4.1794,4.2043,4.2279,4.2501,4.2707,4.2898,4.3073,4.3234,4.3382,4.3517,4.3642,4.3756,4.3861,4.3958,4.4048,4.413,4.4207,4.4279,4.4345,4.4407,4.4465
0.7683,0.7358,0.9449,1.5967,2.1661,2.6234,2.9971,3.3076,3.568,3.7873,3.972,4.1274,4.2577,4.3665,4.4569,4.5314,4.5922,4.6413,4.6803,4.7106,4.7335,4.75,4.7612,4.7677,4.7703,4.7696,4.7662,4.7604,4.7528,4.7435,4.733,4.7214
3.4992,3.6545,3.7969,3.8594,3.8674,3.8766,3.8923,3.9128,3.9357,3.9593,3.9822,4.004,4.0242,4.0428,4.0596,4.0749,4.0888,4.1013,4.1126,4.1228,4.1321,4.1406,4.1483,4.1553,4.1618,4.1677,4.1732,4.1782,4.1829,4.1873,4.1914,4.1952
4.1266,4.1058,4.0716,4.0358,4.0399,4.0752,4.1317,4.2008,4.276,4.3526,4.4273,4.4984,4.5646,4.6257,4.6815,4.7323,4.7783,4.8201,4.8579,4.8921,4.9233,4.9516,4.9774,5.0011,5.0228,5.0428,5.0612,5.0782,5.094,5.1087,5.1223,5.1351
3.8027,3.8662,3.8932,3.8534,3.8448,3.88,3.9403,4.0105,4.0816,4.1488,4.2101,4.2649,4.3133,4.356,4.3935,4.4265,4.4556,4.4815,4.5045,4.525,4.5435,4.5602,4.5753,4.5891,4.6016,4.6132,4.6238,4.6336,4.6427,4.6511,4.6589,4.6663
3.823,3.7128,3.5612,3.4366,3.4402,3.5029,3.5912,3.688,3.7845,3.8762,3.9611,4.0384,4.1081,4.1706,4.2264,4.2764,4.3211,4.3611,4.397,4.4294,4.4586,4.4851,4.5092,4.5312,4.5514,4.5699,4.5869,4.6027,4.6173,4.6308,4.6435,4.6553
4.2847,4.2442,4.1476,3.9695,3.8654,3.8363,3.8607,3.9169,3.9886,4.0652,4.1406,4.2113,4.276,4.3343,4.3865,4.4329,4.4743,4.5111,4.5441,4.5736,4.6003,4.6243,4.6461,4.666,4.6842,4.7009,4.7162,4.7304,4.7435,4.7557,4.767,4.7776
3.5742,3.713,3.8464,3.9134,3.9279,3.9421,3.9613,3.9838,4.0076,4.0313,4.0538,4.0747,4.0939,4.1112,4.1268,4.1409,4.1535,4.1648,4.175,4.1842,4.1925,4.2,4.2068,4.2131,4.2188,4.2241,4.229,4.2334,4.2376,4.2415,4.2451,4.2484
3.8686,3.9356,4.0084,4.0335,4.0206,4.0241,4.0528,4.1013,4.1613,4.2261,4.2908,4.3526,4.41,4.4624,4.5098,4.5523,4.5904,4.6246,4.6553,4.6829,4.7079,4.7304,4.7509,4.7696,4.7867,4.8024,4.8169,4.8302,4.8426,4.8541,4.8648,4.8748
3.7896,3.8616,3.9594,4.0554,4.1026,4.1408,4.1803,4.2219,4.2638,4.3044,4.3424,4.3773,4.4088,4.4371,4.4624,4.4849,4.5049,4.5228,4.5389,4.5533,4.5663,4.578,4.5887,4.5984,4.6073,4.6155,4.623,4.6299,4.6364,4.6423,4.6479,4.6531
3.8582,3.8507,3.8154,3.7433,3.7173,3.7372,3.7876,3.8541,3.9269,3.9999,4.0695,4.1341,4.193,4.2461,4.2938,4.3366,4.3748,4.409,4.4397,4.4674,4.4924,4.515,4.5356,4.5544,4.5716,4.5873,4.6019,4.6153,4.6277,4.6393,4.6501,4.6601
3.8561,3.7206,3.5298,3.3716,3.3856,3.4811,3.6091,3.744,3.8735,3.992,4.0977,4.191,4.2726,4.344,4.4066,4.4615,4.5099,4.5527,4.5908,4.6249,4.6555,4.6831,4.7082,4.731,4.7518,4.7709,4.7885,4.8047,4.8197,4.8337,4.8467,4.8588
0.7772,0.7112,0.8807,1.4616,1.9636,2.3679,2.7034,2.9877,3.2312,3.4403,3.6198,3.7733,3.9038,4.0138,4.1056,4.1811,4.242,4.2897,4.3258,4.3515,4.3678,4.3758,4.3763,4.3704,4.3585,4.3416,4.3201,4.2946,4.2657,4.2337,4.1991,4.1623
4.0689,4.2401,4.4454,4.5743,4.5803,4.5749,4.5836,4.6059,4.636,4.6689,4.7013,4.7316,4.7591,4.7836,4.8052,4.8243,4.8411,4.8561,4.8694,4.8812,4.8919,4.9015,4.9102,4.9181,4.9253,4.9319,4.938,4.9437,4.9489,4.9537,4.9582,4.9624
4.238,4.357,4.5153,4.645,4.6681,4.664,4.6612,4.6669,4.6806,4.6999,4.722,4.7451,4.7677,4.7892,4.8091,4.8273,4.8439,4.8589,4.8724,4.8846,4.8957,4.9057,4.9149,4.9232,4.9308,4.9378,4.9443,4.9502,4.9558,4.9609,4.9657,4.9701
3.9047,4.0563,4.2431,4.3925,4.4399,4.4633,4.4829,4.5029,4.5239,4.5451,4.566,4.5861,4.6052,4.6229,4.6393,4.6544,4.6683,4.681,4.6926,4.7032,4.7128,4.7217,4.7298,4.7373,4.7442,4.7505,4.7564,4.7618,4.7669,4.7716,4.776,4.7801
0.8499,0.8584,1.0603,1.5868,2.04,2.4169,2.7376,3.0142,3.2541,3.4621,3.6422,3.7974,3.9304,4.0434,4.1385,4.2176,4.2821,4.3337,4.3736,4.4031,4.4231,4.4348,4.4391,4.4366,4.4282,4.4146,4.3963,4.374,4.348,4.3189,4.2871,4.2529
3.8624,4.0329,4.2281,4.3525,4.3689,4.3668,4.3663,4.3705,4.3789,4.3903,4.4035,4.4177,4.4323,4.4467,4.4608,4.4742,4.487,4.499,4.5102,4.5207,4.5305,4.5396,4.548,4.5559,4.5632,4.5699,4.5762,4.5821,4.5876,4.5927,4.5975,4.602
1.1015,1.0705,1.1814,1.648,2.131,2.5485,2.9002,3.1968,3.4482,3.6614,3.8419,3.994,4.1211,4.2261,4.3116,4.3798,4.4326,4.4717,4.4987,4.5149,4.5216,4.5199,4.5108,4.4951,4.4738,4.4474,4.4168,4.3823,4.3447,4.3042,4.2615,4.2168
0.7585,0.6835,0.9701,1.646,2.1374,2.5203,2.8385,3.1104,3.3455,3.5497,3.7269,3.8805,4.0129,4.1265,4.2232,4.3046,4.3722,4.4274,4.4715,4.5054,4.5303,4.5471,4.5565,4.5594,4.5563,4.548,4.5351,4.5179,4.4971,4.473,4.446,4.4165
2.3482,2.3257,2.3388,2.5043,2.7503,3.0114,3.258,3.4786,3.6703,3.8346,3.9745,4.0935,4.195,4.282,4.357,4.4221,4.4789,4.529,4.5733,4.6127,4.6481,4.6799,4.7087,4.7349,4.7589,4.7808,4.801,4.8197,4.8369,4.853,4.8679,4.8818
3.85,3.6818,3.4529,3.2759,3.2975,3.4034,3.5387,3.6773,3.8079,3.9259,4.0305,4.1222,4.2023,4.2722,4.3333,4.387,4.4343,4.4761,4.5134,4.5467,4.5766,4.6036,4.6281,4.6504,4.6707,4.6894,4.7066,4.7224,4.7371,4.7508,4.7635,4.7753
0.8063,0.7714,0.9102,1.4698,2.0352,2.5151,2.9133,3.245,3.5228,3.7559,3.9516,4.1152,4.2513,4.3637,4.4555,4.5294,4.5878,4.6328,4.666,4.6892,4.7037,4.7106,4.7111,4.7061,4.6964,4.6826,4.6655,4.6456,4.6233,4.5991,4.5733,4.5463
3.4483,3.6117,3.7458,3.7912,3.7913,3.7945,3.8045,3.8193,3.8368,3.8553,3.8736,3.8913,3.9079,3.9232,3.9373,3.9501,3.9618,3.9723,3.9819,3.9906,3.9985,4.0057,4.0123,4.0183,4.0238,4.0289,4.0336,4.0379,4.042,4.0457,4.0492,4.0524
0.831,0.7826,0.9778,1.5983,2.1352,2.5708,2.9339,3.2424,3.5069,3.7342,3.9294,4.0964,4.2384,4.3584,4.4587,4.5413,4.6084,4.6614,4.7019,4.7314,4.751,4.7617,4.7647,4.7609,4.7509,4.7356,4.7156,4.6915,4.6639,4.6332,4.5998,4.5642
3.9224,4.101,4.3108,4.4671,4.5139,4.5363,4.5537,4.5705,4.5873,4.604,4.6202,4.6355,4.65,4.6634,4.6757,4.687,4.6974,4.7068,4.7155,4.7233,4.7305,4.7371,4.7431,4.7487,4.7538,4.7585,4.7628,4.7668,4.7706,4.7741,4.7773,4.7803
3.837,3.6742,3.4372,3.2155,3.195,3.2752,3.3998,3.5383,3.6749,3.8021,3.9171,4.0192,4.1092,4.1882,4.2576,4.3187,4.3726,4.4203,4.4629,4.5009,4.535,4.5659,4.5938,4.6193,4.6425,4.6639,4.6835,4.7016,4.7184,4.734,4.7485,4.7621
3.8743,3.9015,3.9308,3.9457,3.9538,3.9741,4.007,4.0479,4.0921,4.1365,4.179,4.2184,4.2543,4.2868,4.3158,4.3418,4.365,4.3858,4.4044,4.4212,4.4363,4.45,4.4624,4.4737,4.4841,4.4936,4.5024,4.5105,4.518,4.5249,4.5314,4.5375
3.9534,3.9158,3.8643,3.8333,3.8655,3.9333,4.0187,4.1103,4.2013,4.2879,4.3682,4.4414,4.5075,4.5668,4.6198,4.6672,4.7096,4.7475,4.7816,4.8122,4.8399,4.865,4.8878,4.9086,4.9277,4.9452,4.9613,4.9762,4.99,5.0029,5.0148,5.026
3.8738,3.9333,3.9958,4.0205,4.0198,4.0325,4.061,4.0996,4.1425,4.1857,4.2271,4.2653,4.2999,4.331,4.3588,4.3835,4.4055,4.4252,4.4428,4.4585,4.4728,4.4856,4.4973,4.5079,4.5177,4.5266,4.5348,4.5424,4.5494,4.556,4.562,4.5677
3.8108,3.6997,3.5472,3.423,3.4293,3.4957,3.5877,3.6879,3.7873,3.8815,3.9684,4.0473,4.1184,4.182,4.2388,4.2896,4.3349,4.3755,4.4119,4.4447,4.4744,4.5012,4.5256,4.5479,4.5683,4.587,4.6043,4.6202,4.635,4.6488,4.6615,4.6735
0.552,0.5475,0.7418,1.3428,1.8981,2.3583,2.74,3.0598,3.3296,3.5574,3.7498,3.9116,4.047,4.1596,4.2522,4.3276,4.388,4.4352,4.4712,4.4973,4.515,4.5253,4.5293,4.5279,4.522,4.512,4.4988,4.4828,4.4645,4.4443,4.4225,4.3994
3.9755,4.1106,4.2333,4.2773,4.2723,4.2702,4.2761,4.2879,4.3034,4.3207,4.3387,4.3564,4.3733,4.3893,4.4042,4.4178,4.4304,4.4419,4.4524,4.4619,4.4707,4.4787,4.486,4.4928,4.4989,4.5046,4.5099,4.5148,4.5193,4.5236,4.5275,4.5312
3.576,3.7078,3.8372,3.9048,3.9205,3.9353,3.9546,3.977,4.0007,4.024,4.0462,4.0669,4.0857,4.1028,4.1181,4.1319,4.1443,4.1554,4.1654,4.1744,4.1826,4.19,4.1967,4.2028,4.2085,4.2136,4.2184,4.2228,4.2269,4.2307,4.2342,4.2375
0.8237,0.7946,0.9814,1.5997,2.1622,2.6203,2.9958,3.3077,3.569,3.7887,3.9733,4.1282,4.2577,4.3653,4.454,4.5265,4.585,4.6315,4.6676,4.6947,4.7142,4.7272,4.7346,4.7372,4.7359,4.7311,4.7234,4.7134,4.7015,4.6879,4.673,4.6571
3.8741,3.9063,3.931,3.9182,3.9086,3.9313,3.9828,4.0522,4.1294,4.2074,4.2819,4.3508,4.4133,4.4692,4.5191,4.5633,4.6026,4.6377,4.6689,4.697,4.7222,4.745,4.7656,4.7845,4.8017,4.8175,4.832,4.8454,4.8578,4.8694,4.8801,4.8901
3.8714,3.8964,3.9243,3.9421,3.9547,3.9788,4.0143,4.0567,4.1018,4.1466,4.189,4.2282,4.2639,4.2959,4.3246,4.3502,4.373,4.3934,4.4117,4.4282,4.443,4.4564,4.4686,4.4797,4.4898,4.4991,4.5077,4.5156,4.523,4.5298,4.5362,4.5421
3.8109,3.8634,3.9322,3.9999,4.0425,4.0868,4.1365,4.1889,4.2407,4.2898,4.3349,4.3756,4.4119,4.4441,4.4727,4.4979,4.5203,4.5402,4.558,4.5739,4.5883,4.6012,4.613,4.6236,4.6334,4.6424,4.6507,4.6583,4.6654,4.6719,4.678,4.6837
3.6201,3.7094,3.7794,3.7852,3.7742,3.7777,3.7931,3.8155,3.8408,3.8667,3.8917,3.9151,3.9366,3.9561,3.9737,3.9895,4.0036,4.0163,4.0277,4.038,4.0473,4.0558,4.0634,4.0704,4.0769,4.0827,4.0882,4.0932,4.0978,4.1021,4.1062,4.1099
3.8838,3.8971,3.915,3.9342,3.9504,3.9721,4.0008,4.0349,4.0723,4.1109,4.1492,4.1862,4.2213,4.254,4.2842,4.3119,4.3373,4.3605,4.3817,4.4009,4.4185,4.4346,4.4493,4.4628,4.4752,4.4867,4.4973,4.507,4.5161,4.5246,4.5324,4.5398
2.0852,1.996,2.105,2.4961,2.8021,3.0361,3.2258,3.3849,3.5203,3.6362,3.7354,3.8198,3.8913,3.9511,4.0004,4.0403,4.0715,4.095,4.1115,4.1217,4.1261,4.1253,4.1199,4.1102,4.0968,4.0799,4.06,4.0374,4.0123,3.9851,3.956,3.9253
3.9759,4.0679,4.1621,4.2132,4.227,4.244,4.2674,4.2947,4.3232,4.3511,4.3775,4.4018,4.4238,4.4436,4.4614,4.4773,4.4915,4.5042,4.5156,4.5259,4.5351,4.5435,4.5512,4.5581,4.5645,4.5703,4.5757,4.5807,4.5853,4.5896,4.5936,4.5973
1.6824,1.6908,1.7885,2.1017,2.4198,2.698,2.9347,3.1353,3.3053,3.449,3.5697,3.6705,3.7534,3.8206,3.8738,3.9144,3.944,3.9636,3.9744,3.9774,3.9734,3.9633,3.9478,3.9275,3.903,3.8749,3.8436,3.8096,3.7732,3.7349,3.6948,3.6534
3.2588,3.6771,3.1947,3.08,3.3839,3.6155,3.7676,3.8709,3.945,4.0007,4.0439,4.0786,4.1069,4.1305,4.1505,4.1676,4.1824,4.1954,4.2069,4.217,4.2261,4.2343,4.2418,4.2485,4.2547,4.2603,4.2655,4.2703,4.2747,4.2789,4.2827,4.2863
2.2111,2.1683,2.1655,2.3491,2.6267,2.9079,3.159,3.372,3.5486,3.6941,3.814,3.9136,3.9969,4.0672,4.1273,4.179,4.2239,4.2633,4.2982,4.3291,4.3568,4.3817,4.4043,4.4248,4.4436,4.4607,4.4765,4.4911,4.5046,4.5172,4.5288,4.5397
3.8274,3.8884,3.8967,3.8208,3.7917,3.8169,3.8732,3.9432,4.016,4.0862,4.1508,4.2091,4.261,4.3069,4.3474,4.3832,4.4148,4.4429,4.468,4.4904,4.5106,4.5288,4.5453,4.5603,4.5741,4.5867,4.5983,4.609,4.6189,4.6281,4.6367,4.6447
3.7118,3.8264,3.9343,3.97,3.9562,3.9455,3.945,3.9535,3.9683,3.9871,4.0081,4.03,4.0519,4.0733,4.0938,4.1131,4.1313,4.1481,4.1638,4.1783,4.1917,4.2041,4.2156,4.2262,4.2359,4.245,4.2534,4.2613,4.2686,4.2754,4.2817,4.2876
3.8996,3.985,4.0806,4.1202,4.1053,4.1026,4.1249,4.1676,4.2228,4.2833,4.3443,4.4028,4.4573,4.507,4.552,4.5924,4.6286,4.661,4.6901,4.7163,4.74,4.7614,4.7808,4.7985,4.8147,4.8296,4.8433,4.856,4.8677,4.8786,4.8887,4.8982
3.6576,3.7741,3.856,3.8484,3.8218,3.8126,3.8186,3.8342,3.8552,3.8787,3.9028,3.9264,3.9487,3.9695,3.9887,4.0062,4.0222,4.0368,4.05,4.0619,4.0729,4.0828,4.0919,4.1002,4.1079,4.1149,4.1214,4.1274,4.133,4.1382,4.143,4.1475
3.8667,3.8478,3.8126,3.7702,3.771,3.8057,3.8614,3.9276,3.9972,4.0655,4.1301,4.1896,4.2438,4.2926,4.3363,4.3755,4.4106,4.442,4.4702,4.4957,4.5186,4.5394,4.5583,4.5756,4.5914,4.6059,4.6192,4.6316,4.643,4.6536,4.6635,4.6728
3.8801,3.7488,3.5668,3.4214,3.4386,3.5294,3.6478,3.7711,3.8883,3.9949,4.0899,4.1734,4.2464,4.3103,4.3662,4.4153,4.4586,4.4969,4.531,4.5615,4.5889,4.6136,4.6361,4.6565,4.6751,4.6922,4.7079,4.7225,4.7359,4.7484,4.7601,4.7709
3.6078,3.7446,3.864,3.9066,3.9072,3.9118,3.9232,3.9391,3.9572,3.976,3.9943,4.0116,4.0277,4.0424,4.0557,4.0678,4.0787,4.0886,4.0974,4.1055,4.1127,4.1194,4.1254,4.1309,4.1359,4.1406,4.1449,4.1488,4.1525,4.1559,4.1591,4.162
